country,metric,date,source_file
Myanmar,natural disaster,03-2025,Kosovo
Myanmar,natural disaster,04-2025,Kosovo
Serbia,natural disaster,01-2023,Kosovo
Kosovo,natural disaster,01-2023,Kosovo
Albania,natural disaster,01-2023,Kosovo
Bosnia,natural disaster,01-2023,Kosovo
Montenegro,natural disaster,01-2023,Kosovo
Kosovo,natural disaster,01-2023,Kosovo
Greece,natural disaster,08-2025,Kosovo
Albania,natural disaster,08-2025,Kosovo
Bulgaria,natural disaster,08-2025,Kosovo
Montenegro,natural disaster,08-2025,Kosovo
Czech Republic,natural disaster,09-2024,Kosovo
Poland,natural disaster,09-2024,Kosovo
Haiti,natural disaster,08-2021,Kosovo
Haiti,natural disaster,08-2022,Kosovo
Greece,natural disaster,03-2021,Kosovo
Kosovo,contested election,12-2024,Kosovo
Syria,ethnic tension,03-2025,Kosovo
Syria,ethnic tension,04-2025,Kosovo
Kosovo,ethnic tension,05-2023,Kosovo
Kosovo,ethnic tension,09-2023,Kosovo
Serbia,ethnic tension,05-2023,Kosovo
Serbia,ethnic tension,09-2023,Kosovo
Kosovo,ethnic tension,05-2023,Kosovo
Kosovo,ethnic tension,06-2023,Kosovo
India,ethnic tension,10-2023,Kosovo
Serbia,ethnic tension,06-2023,Kosovo
Kosovo,ethnic tension,06-2023,Kosovo
India,ethnic tension,06-2023,Kosovo
Kosovo,ethnic tension,05-2023,Kosovo
Kosovo,ethnic tension,06-2023,Kosovo
Kosovo,ethnic tension,04-2023,Kosovo
Serbia,contested election,05-2023,Kosovo
Israel,political assassination,01-2024,Kuwait
Iran,natural disaster,01-2024,Kuwait
Guatemala,contested election,07-2023,Kuwait
Ukraine,economic concern,06-2025,Kuwait
Serbia,economic concern,06-2025,Kuwait
Moldova,economic concern,06-2025,Kuwait
Kazakhstan,economic concern,06-2025,Kuwait
Kyrgyzstan,economic concern,06-2025,Kuwait
Mongolia,economic concern,06-2025,Kuwait
India,contested election,02-2025,Kuwait
Pakistan,contested election,02-2024,Kuwait
Bangladesh,contested election,09-2025,Kuwait
Iraq,contested election,10-2021,Kuwait
India,contested election,11-2024,Kuwait
US,contested election,11-2020,Kuwait
Bangladesh,contested election,01-2024,Kuwait
Russia,ethnic tension,01-2024,Kuwait
Russia,crop failure,07-2025,Kuwait
Syria,crop failure,05-2025,Kuwait
Afghanistan,crop failure,04-2022,Kuwait
Afghanistan,crop failure,05-2022,Kuwait
Afghanistan,crop failure,06-2022,Kuwait
Turkey,crop failure,08-2024,Kuwait
Nigeria,crop failure,01-2025,Kuwait
Brazil,crop failure,06-2024,Kuwait
United States,crop failure,06-2024,Kuwait
Syria,crop failure,10-2021,Kuwait
Syria,crop failure,11-2021,Kuwait
Syria,crop failure,12-2021,Kuwait
Syria,crop failure,01-2022,Kuwait
Syria,crop failure,02-2022,Kuwait
Syria,crop failure,03-2022,Kuwait
Syria,crop failure,04-2022,Kuwait
Syria,crop failure,05-2022,Kuwait
Syria,crop failure,06-2022,Kuwait
Syria,crop failure,07-2022,Kuwait
Syria,crop failure,08-2022,Kuwait
Syria,crop failure,09-2022,Kuwait
Syria,crop failure,10-2022,Kuwait
Syria,crop failure,11-2022,Kuwait
Syria,crop failure,12-2022,Kuwait
Syria,crop failure,01-2023,Kuwait
Syria,crop failure,02-2023,Kuwait
Syria,natural disaster,02-2023,Kuwait
Afghanistan,natural disaster,08-2024,Kuwait
Oman,natural disaster,08-2024,Kuwait
Kenya,crop failure,01-2021,Kuwait
Kenya,crop failure,02-2021,Kuwait
Kenya,crop failure,03-2021,Kuwait
Kenya,crop failure,04-2021,Kuwait
Kenya,crop failure,05-2021,Kuwait
Kenya,crop failure,06-2021,Kuwait
Kenya,crop failure,07-2021,Kuwait
Kenya,crop failure,08-2021,Kuwait
Kenya,crop failure,09-2021,Kuwait
Kenya,crop failure,10-2021,Kuwait
Kenya,crop failure,11-2021,Kuwait
Kenya,crop failure,12-2021,Kuwait
Somalia,crop failure,01-2021,Kuwait
Somalia,crop failure,02-2021,Kuwait
Somalia,crop failure,03-2021,Kuwait
Somalia,crop failure,04-2021,Kuwait
Somalia,crop failure,05-2021,Kuwait
Somalia,crop failure,06-2021,Kuwait
Somalia,crop failure,07-2021,Kuwait
Somalia,crop failure,08-2021,Kuwait
Somalia,crop failure,09-2021,Kuwait
Somalia,crop failure,10-2021,Kuwait
Somalia,crop failure,11-2021,Kuwait
Somalia,crop failure,12-2021,Kuwait
Ethiopia,crop failure,01-2021,Kuwait
Ethiopia,crop failure,02-2021,Kuwait
Ethiopia,crop failure,03-2021,Kuwait
Ethiopia,crop failure,04-2021,Kuwait
Ethiopia,crop failure,05-2021,Kuwait
Ethiopia,crop failure,06-2021,Kuwait
Ethiopia,crop failure,07-2021,Kuwait
Ethiopia,crop failure,08-2021,Kuwait
Ethiopia,crop failure,09-2021,Kuwait
Ethiopia,crop failure,10-2021,Kuwait
Ethiopia,crop failure,11-2021,Kuwait
Ethiopia,crop failure,12-2021,Kuwait
United States,economic concern,04-2025,Kuwait
United States,economic concern,04-2025,Kuwait
United Kingdom,economic concern,02-2025,Kuwait
United States,economic concern,04-2025,Kuwait
China,economic concern,04-2025,Kuwait
Algeria,economic concern,01-2022,Kuwait
Algeria,economic concern,02-2022,Kuwait
Algeria,economic concern,11-2020,Kuwait
Niger,military coup,07-2023,Kuwait
Syria,military coup,12-2024,Kuwait
Qatar,military coup,09-2025,Kuwait
Iran,political assassination,07-2024,Kuwait
Lebanon,political assassination,01-2024,Kuwait
United States,political assassination,06-2025,Kuwait
Qatar,military coup,09-2025,Kuwait
Qatar,ethnic tension,09-2025,Kuwait
Israel,political assassination,09-2025,Kuwait
Qatar,political assassination,09-2025,Kuwait
Tunisia,natural disaster,09-2025,Kuwait
Syria,military coup,09-2025,Kuwait
Qatar,military coup,09-2025,Kuwait
Qatar,economic concern,09-2025,Kuwait
Qatar,political assassination,09-2025,Kuwait
Qatar,ethnic tension,09-2025,Kuwait
Yemen,military coup,09-2025,Kuwait
Yemen,economic concern,09-2025,Kuwait
Yemen,political assassination,09-2025,Kuwait
Yemen,ethnic tension,09-2025,Kuwait
Lebanon,political assassination,09-2024,Kuwait
Palestine,political assassination,03-2018,Kuwait
Middle East,political assassination,10-2023,Kuwait
Middle East,political assassination,07-2024,Kuwait
Middle East,political assassination,01-2024,Kuwait
Tunisia,political assassination,02-2021,Kuwait
Palestine,political assassination,07-2024,Kuwait
Democratic Republic of Congo,political assassination,07-2023,Kuwait
Florida,natural disaster,09-2022,Kuwait
Florida,natural disaster,10-2023,Kuwait
Florida,natural disaster,08-2024,Kuwait
Florida,natural disaster,09-2024,Kuwait
Florida,natural disaster,10-2024,Kuwait
Saudi Arabia,natural disaster,05-2025,Kuwait
Kuwait,natural disaster,05-2025,Kuwait
Jordan,natural disaster,05-2025,Kuwait
Myanmar,natural disaster,03-2025,Kuwait
Myanmar,natural disaster,04-2025,Kuwait
Kuwait,natural disaster,11-2018,Kuwait
Libya,natural disaster,09-2023,Kuwait
Libya,natural disaster,10-2023,Kuwait
USA,natural disaster,08-2021,Kuwait
Syria,ethnic tension,03-2025,Kuwait
Syria,ethnic tension,04-2025,Kuwait
Sudan,ethnic tension,04-2024,Kuwait
Sudan,ethnic tension,05-2024,Kuwait
Sudan,ethnic tension,06-2024,Kuwait
Sudan,ethnic tension,07-2024,Kuwait
Sudan,ethnic tension,08-2024,Kuwait
Sudan,ethnic tension,09-2024,Kuwait
Sudan,ethnic tension,10-2024,Kuwait
Sudan,natural disaster,05-2023,Kuwait
Sudan,natural disaster,06-2023,Kuwait
Sudan,natural disaster,07-2023,Kuwait
Sudan,natural disaster,04-2024,Kuwait
Sudan,natural disaster,05-2024,Kuwait
Sudan,natural disaster,06-2024,Kuwait
Sudan,economic concern,05-2023,Kuwait
Sudan,economic concern,06-2023,Kuwait
India,ethnic tension,04-2024,Kuwait
India,ethnic tension,05-2023,Kuwait
India,ethnic tension,06-2023,Kuwait
India,ethnic tension,07-2023,Kuwait
India,ethnic tension,08-2023,Kuwait
India,ethnic tension,09-2023,Kuwait
India,ethnic tension,10-2023,Kuwait
India,ethnic tension,11-2023,Kuwait
India,ethnic tension,12-2023,Kuwait
India,ethnic tension,01-2024,Kuwait
India,ethnic tension,02-2024,Kuwait
India,ethnic tension,03-2024,Kuwait
India,ethnic tension,04-2024,Kuwait
India,ethnic tension,05-2024,Kuwait
India,ethnic tension,07-2023,Kuwait
India,ethnic tension,05-2023,Kuwait
Georgia,contested election,10-2024,Kyrgyzstan
Georgia,contested election,11-2024,Kyrgyzstan
Fiji,contested election,12-2022,Kyrgyzstan
Moldova,contested election,11-2024,Kyrgyzstan
Georgia,contested election,10-2024,Kyrgyzstan
Georgia,contested election,10-2024,Kyrgyzstan
Bangladesh,crop failure,05-2024,Kyrgyzstan
Bangladesh,crop failure,06-2024,Kyrgyzstan
Russia,crop failure,07-2025,Kyrgyzstan
Lesotho,crop failure,01-2025,Kyrgyzstan
Lesotho,crop failure,02-2025,Kyrgyzstan
Lesotho,crop failure,03-2025,Kyrgyzstan
Lesotho,crop failure,04-2025,Kyrgyzstan
Lesotho,crop failure,05-2025,Kyrgyzstan
Lesotho,crop failure,06-2025,Kyrgyzstan
Lesotho,crop failure,07-2025,Kyrgyzstan
Lesotho,crop failure,08-2025,Kyrgyzstan
Lesotho,crop failure,09-2025,Kyrgyzstan
Lesotho,crop failure,10-2025,Kyrgyzstan
Malawi,crop failure,01-2025,Kyrgyzstan
Malawi,crop failure,02-2025,Kyrgyzstan
Malawi,crop failure,03-2025,Kyrgyzstan
Malawi,crop failure,04-2025,Kyrgyzstan
Malawi,crop failure,05-2025,Kyrgyzstan
Malawi,crop failure,06-2025,Kyrgyzstan
Malawi,crop failure,07-2025,Kyrgyzstan
Malawi,crop failure,08-2025,Kyrgyzstan
Malawi,crop failure,09-2025,Kyrgyzstan
Malawi,crop failure,10-2025,Kyrgyzstan
Mozambique,crop failure,01-2025,Kyrgyzstan
Mozambique,crop failure,02-2025,Kyrgyzstan
Mozambique,crop failure,03-2025,Kyrgyzstan
Mozambique,crop failure,04-2025,Kyrgyzstan
Mozambique,crop failure,05-2025,Kyrgyzstan
Mozambique,crop failure,06-2025,Kyrgyzstan
Mozambique,crop failure,07-2025,Kyrgyzstan
Mozambique,crop failure,08-2025,Kyrgyzstan
Mozambique,crop failure,09-2025,Kyrgyzstan
Mozambique,crop failure,10-2025,Kyrgyzstan
Namibia,crop failure,01-2025,Kyrgyzstan
Namibia,crop failure,02-2025,Kyrgyzstan
Namibia,crop failure,03-2025,Kyrgyzstan
Namibia,crop failure,04-2025,Kyrgyzstan
Namibia,crop failure,05-2025,Kyrgyzstan
Namibia,crop failure,06-2025,Kyrgyzstan
Namibia,crop failure,07-2025,Kyrgyzstan
Namibia,crop failure,08-2025,Kyrgyzstan
Namibia,crop failure,09-2025,Kyrgyzstan
Namibia,crop failure,10-2025,Kyrgyzstan
Zambia,crop failure,01-2025,Kyrgyzstan
Zambia,crop failure,02-2025,Kyrgyzstan
Zambia,crop failure,03-2025,Kyrgyzstan
Zambia,crop failure,04-2025,Kyrgyzstan
Zambia,crop failure,05-2025,Kyrgyzstan
Zambia,crop failure,06-2025,Kyrgyzstan
Zambia,crop failure,07-2025,Kyrgyzstan
Zambia,crop failure,08-2025,Kyrgyzstan
Zambia,crop failure,09-2025,Kyrgyzstan
Zambia,crop failure,10-2025,Kyrgyzstan
Zimbabwe,crop failure,01-2025,Kyrgyzstan
Zimbabwe,crop failure,02-2025,Kyrgyzstan
Zimbabwe,crop failure,03-2025,Kyrgyzstan
Zimbabwe,crop failure,04-2025,Kyrgyzstan
Zimbabwe,crop failure,05-2025,Kyrgyzstan
Zimbabwe,crop failure,06-2025,Kyrgyzstan
Zimbabwe,crop failure,07-2025,Kyrgyzstan
Zimbabwe,crop failure,08-2025,Kyrgyzstan
Zimbabwe,crop failure,09-2025,Kyrgyzstan
Zimbabwe,crop failure,10-2025,Kyrgyzstan
Syria,crop failure,01-2025,Kyrgyzstan
Syria,crop failure,02-2025,Kyrgyzstan
Syria,crop failure,03-2025,Kyrgyzstan
Syria,crop failure,04-2025,Kyrgyzstan
Syria,crop failure,05-2025,Kyrgyzstan
Syria,crop failure,06-2025,Kyrgyzstan
Gambia,natural disaster,10-2022,Kyrgyzstan
Chad,natural disaster,10-2022,Kyrgyzstan
Burkina Faso,economic concern,10-2022,Kyrgyzstan
Mauritania,economic concern,10-2022,Kyrgyzstan
Sierra Leone,economic concern,10-2022,Kyrgyzstan
Uzbekistan,crop failure,06-2021,Kyrgyzstan
Kyrgyzstan,crop failure,06-2021,Kyrgyzstan
Kazakhstan,crop failure,06-2021,Kyrgyzstan
Turkmenistan,crop failure,06-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,01-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,02-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,03-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,04-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,05-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,06-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,07-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,08-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,09-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,10-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,11-2021,Kyrgyzstan
Sub-Saharan Africa,crop failure,12-2021,Kyrgyzstan
Kyrgyzstan,economic concern,01-2020,Kyrgyzstan
Kyrgyzstan,economic concern,02-2020,Kyrgyzstan
Kyrgyzstan,economic concern,03-2020,Kyrgyzstan
Kyrgyzstan,economic concern,01-2021,Kyrgyzstan
Kyrgyzstan,economic concern,02-2021,Kyrgyzstan
Kyrgyzstan,economic concern,03-2021,Kyrgyzstan
Kyrgyzstan,economic concern,01-2022,Kyrgyzstan
Kyrgyzstan,economic concern,02-2022,Kyrgyzstan
Tajikistan,economic concern,08-2020,Kyrgyzstan
Tajikistan,economic concern,08-2021,Kyrgyzstan
Ethiopia,natural disaster,03-2023,Kyrgyzstan
Ethiopia,natural disaster,04-2023,Kyrgyzstan
Ethiopia,natural disaster,05-2023,Kyrgyzstan
Kenya,natural disaster,03-2023,Kyrgyzstan
Kenya,natural disaster,04-2023,Kyrgyzstan
Kenya,natural disaster,05-2023,Kyrgyzstan
Somalia,natural disaster,03-2023,Kyrgyzstan
Somalia,natural disaster,04-2023,Kyrgyzstan
Somalia,natural disaster,05-2023,Kyrgyzstan
Malawi,crop failure,03-2024,Kyrgyzstan
Malawi,crop failure,04-2024,Kyrgyzstan
Malawi,crop failure,05-2024,Kyrgyzstan
Malawi,crop failure,06-2024,Kyrgyzstan
Malawi,crop failure,07-2024,Kyrgyzstan
Malawi,crop failure,08-2024,Kyrgyzstan
Malawi,crop failure,09-2024,Kyrgyzstan
Malawi,crop failure,10-2024,Kyrgyzstan
Malawi,crop failure,11-2024,Kyrgyzstan
Malawi,crop failure,12-2024,Kyrgyzstan
Ethiopia,crop failure,01-2022,Kyrgyzstan
Ethiopia,crop failure,02-2022,Kyrgyzstan
Ethiopia,crop failure,03-2022,Kyrgyzstan
Kenya,crop failure,01-2022,Kyrgyzstan
Kenya,crop failure,02-2022,Kyrgyzstan
Kenya,crop failure,03-2022,Kyrgyzstan
Somalia,crop failure,01-2022,Kyrgyzstan
Somalia,crop failure,02-2022,Kyrgyzstan
Somalia,crop failure,03-2022,Kyrgyzstan
Global,contested election,11-2024,Kyrgyzstan
Global,military coup,02-2024,Kyrgyzstan
Global,political assassination,11-2024,Kyrgyzstan
China,economic concern,08-2025,Kyrgyzstan
China,economic concern,09-2025,Kyrgyzstan
Vietnam,economic concern,08-2025,Kyrgyzstan
India,economic concern,08-2025,Kyrgyzstan
India,economic concern,09-2025,Kyrgyzstan
Kenya,economic concern,06-2024,Kyrgyzstan
Kenya,contested election,06-2024,Kyrgyzstan
Russia,economic concern,09-2025,Kyrgyzstan
Myanmar,ethnic tension,03-2021,Kyrgyzstan
Myanmar,ethnic tension,04-2025,Kyrgyzstan
Myanmar,ethnic tension,11-2024,Kyrgyzstan
Algeria,economic concern,01-2022,Kyrgyzstan
Algeria,economic concern,02-2022,Kyrgyzstan
Algeria,economic concern,03-2022,Kyrgyzstan
Algeria,economic concern,10-2022,Kyrgyzstan
France,political assassination,10-2024,Kyrgyzstan
Palestine,political assassination,10-2024,Kyrgyzstan
Qatar,economic concern,09-2025,Kyrgyzstan
Lebanon,political assassination,09-2024,Kyrgyzstan
Democratic Republic of Congo,contested election,12-2023,Kyrgyzstan
Democratic Republic of Congo,political assassination,07-2023,Kyrgyzstan
Ukraine,political assassination,07-2024,Kyrgyzstan
Kyrgyzstan,political assassination,10-2020,Kyrgyzstan
United States,political assassination,07-2024,Kyrgyzstan
Lebanon,political assassination,09-2024,Kyrgyzstan
Kyrgyzstan,natural disaster,08-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,08-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,08-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,10-2024,Kyrgyzstan
Armenia,natural disaster,03-2024,Kyrgyzstan
Armenia,natural disaster,04-2024,Kyrgyzstan
Armenia,natural disaster,05-2024,Kyrgyzstan
Armenia,natural disaster,06-2024,Kyrgyzstan
Kazakhstan,natural disaster,04-2024,Kyrgyzstan
Kazakhstan,natural disaster,05-2024,Kyrgyzstan
Kyrgyzstan,natural disaster,07-2024,Kyrgyzstan
Tajikistan,natural disaster,04-2024,Kyrgyzstan
Tajikistan,natural disaster,05-2024,Kyrgyzstan
Tajikistan,natural disaster,06-2024,Kyrgyzstan
Kyrgyzstan,natural disaster,05-2025,Kyrgyzstan
Tajikistan,natural disaster,04-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,07-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,01-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,02-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,03-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,04-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,05-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,06-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,08-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,04-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,03-2025,Kyrgyzstan
Kyrgyzstan,natural disaster,07-2025,Kyrgyzstan
Kazakhstan,natural disaster,10-2020,Kyrgyzstan
Kyrgyz Republic,natural disaster,10-2020,Kyrgyzstan
Tajikistan,natural disaster,10-2020,Kyrgyzstan
Turkmenistan,natural disaster,10-2020,Kyrgyzstan
Uzbekistan,natural disaster,10-2020,Kyrgyzstan
Kyrgyz Republic,economic concern,03-2022,Kyrgyzstan
Kyrgyz Republic,economic concern,07-2025,Kyrgyzstan
Kyrgyz Republic,economic concern,06-2025,Kyrgyzstan
Kyrgyz Republic,economic concern,03-2025,Kyrgyzstan
Kyrgyz Republic,economic concern,10-2024,Kyrgyzstan
Kyrgyz Republic,economic concern,09-2024,Kyrgyzstan
Germany,natural disaster,09-2024,Kyrgyzstan
Afghanistan,natural disaster,09-2024,Kyrgyzstan
Oman,natural disaster,09-2024,Kyrgyzstan
Peru,natural disaster,06-2020,Kyrgyzstan
Peru,natural disaster,07-2020,Kyrgyzstan
Kyrgyzstan,natural disaster,08-2024,Kyrgyzstan
China,natural disaster,01-2024,Kyrgyzstan
Kyrgyzstan,natural disaster,03-2025,Kyrgyzstan
Syria,ethnic tension,03-2025,Kyrgyzstan
Syria,ethnic tension,04-2025,Kyrgyzstan
Kyrgyzstan,contested election,10-2020,Kyrgyzstan
Kyrgyzstan,contested election,11-2020,Kyrgyzstan
Kyrgyzstan,contested election,12-2021,Kyrgyzstan
India,political assassination,10-2024,Kyrgyzstan
Kazakhstan,ethnic tension,02-2020,Kyrgyzstan
Kyrgyzstan,ethnic tension,06-2020,Kyrgyzstan
Guatemala,contested election,04-2023,Laos
Pakistan,contested election,02-2024,Laos
Cambodia,contested election,06-2022,Laos
Cambodia,economic concern,06-2022,Laos
Cambodia,contested election,10-2022,Laos
Cambodia,contested election,12-2022,Laos
Bangladesh,contested election,01-2024,Laos
Kenya,contested election,08-2022,Laos
Fiji,contested election,12-2022,Laos
Fiji,military coup,12-2022,Laos
Russia,crop failure,07-2025,Laos
Indonesia,crop failure,05-2023,Laos
Indonesia,crop failure,06-2023,Laos
Indonesia,crop failure,07-2023,Laos
Afghanistan,crop failure,04-2023,Laos
Africa,crop failure,04-2024,Laos
Middle East,crop failure,04-2024,Laos
Lao People's Democratic Republic,natural disaster,06-2024,Laos
Lao People's Democratic Republic,natural disaster,07-2024,Laos
Lao People's Democratic Republic,natural disaster,08-2024,Laos
Lao People's Democratic Republic,natural disaster,09-2024,Laos
Lao People's Democratic Republic,natural disaster,10-2024,Laos
Madagascar,crop failure,04-2021,Laos
Madagascar,crop failure,05-2021,Laos
Madagascar,crop failure,06-2021,Laos
Madagascar,crop failure,07-2021,Laos
Madagascar,crop failure,08-2021,Laos
Madagascar,crop failure,09-2021,Laos
Madagascar,crop failure,10-2021,Laos
Madagascar,crop failure,11-2021,Laos
Madagascar,crop failure,12-2021,Laos
Ethiopia,natural disaster,05-2023,Laos
Ethiopia,natural disaster,06-2023,Laos
Ethiopia,natural disaster,07-2023,Laos
Ethiopia,natural disaster,08-2023,Laos
Ethiopia,natural disaster,09-2023,Laos
Ethiopia,natural disaster,10-2023,Laos
Ethiopia,natural disaster,11-2023,Laos
Ethiopia,natural disaster,12-2023,Laos
Kenya,natural disaster,05-2023,Laos
Kenya,natural disaster,06-2023,Laos
Kenya,natural disaster,07-2023,Laos
Kenya,natural disaster,08-2023,Laos
Kenya,natural disaster,09-2023,Laos
Kenya,natural disaster,10-2023,Laos
Kenya,natural disaster,11-2023,Laos
Kenya,natural disaster,12-2023,Laos
Somalia,natural disaster,05-2023,Laos
Somalia,natural disaster,06-2023,Laos
Somalia,natural disaster,07-2023,Laos
Somalia,natural disaster,08-2023,Laos
Somalia,natural disaster,09-2023,Laos
Somalia,natural disaster,10-2023,Laos
Somalia,natural disaster,11-2023,Laos
Somalia,natural disaster,12-2023,Laos
Malawi,crop failure,11-2024,Laos
Malawi,crop failure,12-2024,Laos
Malawi,crop failure,01-2025,Laos
Malawi,crop failure,02-2025,Laos
Malawi,crop failure,03-2025,Laos
Malawi,crop failure,04-2025,Laos
Malawi,crop failure,05-2025,Laos
Malawi,crop failure,06-2025,Laos
Malawi,crop failure,07-2025,Laos
Malawi,crop failure,08-2025,Laos
Malawi,crop failure,09-2025,Laos
Lebanon,economic concern,07-2025,Laos
United States,economic concern,04-2025,Laos
United States,economic concern,04-2025,Laos
United States,economic concern,04-2025,Laos
Myanmar,military coup,08-2024,Laos
Turkey,military coup,07-2019,Laos
Myanmar,military coup,08-2024,Laos
Thailand,political assassination,01-2025,Laos
Cambodia,political assassination,01-2025,Laos
United States,political assassination,09-2025,Laos
Lebanon,political assassination,09-2024,Laos
Cambodia,political assassination,01-2025,Laos
Palestinian Territories,political assassination,03-2018,Laos
Myanmar,political assassination,11-2021,Laos
Myanmar,political assassination,01-2022,Laos
Myanmar,political assassination,02-2022,Laos
Myanmar,political assassination,09-2022,Laos
Japan,political assassination,07-2022,Laos
Vietnam,natural disaster,09-2024,Laos
China,natural disaster,09-2024,Laos
Laos,natural disaster,09-2024,Laos
Myanmar,natural disaster,09-2024,Laos
Lao People's Democratic Republic,natural disaster,07-2025,Laos
Thailand,natural disaster,08-2025,Laos
Philippines,natural disaster,08-2025,Laos
Vietnam,natural disaster,08-2025,Laos
Lao PDR,natural disaster,08-2025,Laos
Lao People's Democratic Republic,natural disaster,09-2024,Laos
Lao People's Democratic Republic,natural disaster,10-2024,Laos
Vietnam,natural disaster,07-2025,Laos
Philippines,natural disaster,07-2025,Laos
Thailand,natural disaster,07-2025,Laos
Lao People's Democratic Republic,natural disaster,09-2024,Laos
Lao People's Democratic Republic,natural disaster,10-2024,Laos
Vietnam,natural disaster,06-2021,Laos
Laos,natural disaster,06-2021,Laos
Myanmar,natural disaster,09-2024,Laos
Lao People's Democratic Republic,natural disaster,07-2018,Laos
Lao People's Democratic Republic,natural disaster,08-2018,Laos
Lao People's Democratic Republic,natural disaster,09-2018,Laos
Myanmar,natural disaster,09-2024,Laos
Vietnam,natural disaster,09-2024,Laos
Laos,natural disaster,09-2024,Laos
Thailand,natural disaster,08-2024,Laos
Thailand,natural disaster,09-2024,Laos
Thailand,natural disaster,11-2019,Laos
Laos,natural disaster,11-2019,Laos
Germany,natural disaster,09-2019,Laos
Afghanistan,natural disaster,09-2019,Laos
Oman,natural disaster,09-2019,Laos
Uruguay,natural disaster,09-2019,Laos
Argentina,natural disaster,09-2019,Laos
Vietnam,natural disaster,09-2019,Laos
Laos,natural disaster,09-2019,Laos
Cambodia,natural disaster,09-2019,Laos
Thailand,natural disaster,09-2019,Laos
Bahamas,natural disaster,09-2019,Laos
USA,natural disaster,09-2019,Laos
Lao People's Democratic Republic,natural disaster,11-2019,Laos
Thailand,natural disaster,11-2019,Laos
Laos,political assassination,12-2019,Laos
Syria,ethnic tension,03-2025,Laos
Syria,ethnic tension,04-2025,Laos
Syria,ethnic tension,05-2025,Laos
Syria,ethnic tension,06-2025,Laos
India,ethnic tension,05-2023,Laos
Myanmar,ethnic tension,06-2024,Laos
Myanmar,military coup,07-2025,Laos
India,ethnic tension,06-2023,Laos
India,ethnic tension,05-2023,Laos
India,ethnic tension,04-2023,Laos
India,ethnic tension,03-2023,Laos
India,ethnic tension,02-2023,Laos
India,ethnic tension,01-2023,Laos
India,ethnic tension,12-2022,Laos
India,ethnic tension,11-2022,Laos
India,ethnic tension,10-2022,Laos
India,ethnic tension,09-2022,Laos
India,ethnic tension,08-2022,Laos
India,ethnic tension,07-2022,Laos
Myanmar,ethnic tension,02-2024,Laos
Mozambique,contested election,04-2024,Latvia
United States,natural disaster,04-2024,Latvia
United States,natural disaster,06-2024,Latvia
United States,natural disaster,07-2024,Latvia
United States,natural disaster,08-2024,Latvia
Georgia,contested election,05-2025,Latvia
Georgia,contested election,11-2024,Latvia
Georgia,economic concern,11-2024,Latvia
Georgia,political assassination,11-2024,Latvia
Georgia,contested election,10-2024,Latvia
Belarus,contested election,01-2025,Latvia
Pakistan,contested election,02-2024,Latvia
Belarus,contested election,08-2020,Latvia
Germany,contested election,09-2021,Latvia
Russia,contested election,09-2025,Latvia
Russia,contested election,10-2025,Latvia
Belarus,contested election,08-2020,Latvia
Belarus,contested election,08-2020,Latvia
Belarus,political assassination,08-2020,Latvia
Russia,crop failure,07-2025,Latvia
Syria,crop failure,05-2025,Latvia
Afghanistan,crop failure,04-2023,Latvia
Spain,crop failure,01-2024,Latvia
Spain,crop failure,02-2024,Latvia
Spain,crop failure,03-2024,Latvia
Spain,crop failure,04-2024,Latvia
Spain,crop failure,05-2024,Latvia
Spain,crop failure,06-2024,Latvia
Spain,crop failure,07-2024,Latvia
Spain,crop failure,08-2024,Latvia
Spain,crop failure,09-2024,Latvia
Spain,crop failure,10-2024,Latvia
Spain,crop failure,11-2024,Latvia
Spain,crop failure,12-2024,Latvia
Italy,crop failure,01-2024,Latvia
Italy,crop failure,02-2024,Latvia
Italy,crop failure,03-2024,Latvia
Italy,crop failure,04-2024,Latvia
Italy,crop failure,05-2024,Latvia
Italy,crop failure,06-2024,Latvia
Italy,crop failure,07-2024,Latvia
Italy,crop failure,08-2024,Latvia
Italy,crop failure,09-2024,Latvia
Italy,crop failure,10-2024,Latvia
Italy,crop failure,11-2024,Latvia
Italy,crop failure,12-2024,Latvia
